-nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8096, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 0.6572, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8096, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 0.9049, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 0.143, 0.8572, 1, 1, 0.8572, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.6328, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 0.143, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8572, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 0.7144, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 0.9049, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 0.7858, 1, 1, 1, 1, 0.7858, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.143, 0.7144, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8572, 1, 1
0.8572, 1, 0.7144, 0.8572, 1, 1, 1, 1, 0.9049, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.893, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8777, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7552, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.6572, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7552, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8096, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.6572, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8572, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.9049, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.6572, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
0.8572, 1, 0.7144, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.7144, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8572, 1, 1
0.8572, 1, 0.7144, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.8572, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.8572, 1, 1, 0.8572, 1, 1, 0.6572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.7144, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7858, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.7144, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.7144, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.7144, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.9049, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.893, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8287, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 0.5715, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.7858, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8777, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0.8572, 1, 1, 0.8572, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
